Code,Description,Level
72121514,Oil and gas production platform and topside fabrication service,4
72121515,Floating oil and gas production system hull fabrication service,4
72121516,Fixed oil and gas offshore production facilities fabrication service,4
72121517,Liquid natural gas LNG plant construction service,4
72141216,Offshore construction vessel service,4
72151207,Heating and cooling and air conditioning HVAC installation and maintenance service,4
72151514,Standby or emergency power maintenance service,4
72151515,Electrical inspection service,4
72151608,Satellite system maintenance or repair service,4
72151609,Satellite system hub support service,4
72151704,Safety instrumented system installation and maintenance service,4
72151803,Vending machine installation and maintenance service,4
72153303,Service station equipment maintenance and or repair service,4
72153613,Office furniture lease and maintenance service,4
72154054,Catalyst loading or removal service,4
72154055,Tank cleaning service,4
72154056,Tank maintenance or repair service,4
72154057,Storage tank rental service,4
72154058,Tank and line testing service,4
72154059,Leak detection sealing and repair service,4
72154060,Degassing service,4
72154061,Air filtration service,4
72154062,Hot tapping service,4
72154063,Stopple or line stopping service,4
72154064,Portable lighting equipment rental service,4
72154100,Distribution and conditioning system equipment maintenance and repair services,3
72154101,Air compressor rental and maintenance service,4
72154102,Heat exchanger maintenance or repair service,4
72154103,Rotary pump maintenance or repair service,4
72154104,Gearbox maintenance and repair service,4
72154105,Control valve maintenance and repair service,4
72154106,Reciprocating compressor rental and maintenance service,4
72154107,Centrifugal compressor rental and maintenance service,4
72154108,Reciprocating pump maintenance or repair service,4
72154109,Centrifugal pump maintenance or repair service,4
72154110,Fin fan cooling tower maintenance and repair service,4
72154200,Instrumentation installation maintenance and repair services,3
72154300,Motive and electrical power generation equipment maintenance and repair services,3
72154301,Turbine equipment maintenance or repair service,4
72154400,Pipefitting fabrication and maintenance services,3
72154401,Pipefitting fabrication service,4
72154402,Pipefitting maintenance or repair service,4
72154500,Heavy equipment installation and maintenance services,3
72154502,Crane maintenance and repair service,4
72154503,Crane rental service,4
73152109,Industrial weight scale maintenance and rental service,4
77102000,Environmental reporting services,3
77102002,Emission reporting compliance service,4
77102004,Waste generation or disposal reporting service,4
78102103,Pipeline inline inspection service,4
78111705,Oil and gas offshore platform personnel transportation service,4
78111810,Limousine or town car service,4
78111811,Vehicle leasing of light trucks and sport utility vehicles,4
78111812,Vehicle leasing of passenger vans or minivans,4
78131702,Above ground storage or tankage service,4
78141504,Supplier or vendor managed freight and rebilling,4
78141704,Dead man anchor service,4
78141804,Loading terminal facility management,4
78141805,Aerodrome or airport or aviation facility operations service,4
78141806,Oil and gas offshore support shore base service,4
78141900,Transport container rental services,3
78181509,Rail car inspection and maintenance service,4
78181800,Fixed wing aircraft maintenance and repair services,3
80101511,Human resources consulting service,4
80131504,Offshore temporary housing service,4
80131505,Portable or modular office rental service,4
80131506,Portable toilet rental service,4
80141630,Direct marketing print service,4
81101713,Electronic measurement and recording instrument engineering and design service,4
81112221,Point of sale software maintenance service,4
81112222,Facility operation and maintenance management software maintenance,4
81112308,Point of sale hardware maintenance and support service,4
81112309,Point of sale hardware installation or implementation service,4
81141900,Manufacturing technology research and development services,3
81141901,Product research and development service,4
81141902,Application or technology research and development service,4
86132000,Management education and training services,3
86132001,Executive coaching service,4
10101518,Alpaca,4
10101607,Live guinea fowl,4
10131605,Animal transport cage,4
10151540,Centrocema or butterfly pea seed or seedlings,4
10151541,Nettle seed or seedlings,4
10152008,Coffee seed or seedlings,4
10152048,Castor oil bush seed or cutting,4
11121625,Eucalyptus wood,4
11121624,Copaiba wood,4
11121623,Capirona wood,4
11121622,Catahua wood,4
11121621,Pashaco wood,4
11131609,Bovine semen,4
14111544,Security paper,4
14111829,Pre-printed notepad,4
14121510,Test liner paperboard,4
14121509,Composite paper or paperboard without surface coating,4
14121508,Kaolin treated paperboard,4
14121813,Satin paper,4
14122204,Impressed stamp paper,4
21101916,Milking machine parts and accessories,4
21102009,"Cleaning, sorting, and grading machine parts and accessories",4
22101539,Earthmoving machinery parts and accessories,4
24111515,Unwoven fabric bag,4
25101614,Load motovan,4
25181720,Trailer and semi-trailer parts,4
30181702,Faucet unit,4
31211523,High temperature paint,4
40101723,Thermoelectric cooler,4
41104023,Water sampler accessories,4
41104214,Reverse osmosis equipment parts and accessories,4
41111652,Compressometer,4
41115340,Photometer accessories,4
41115417,Atomic absorption AA spectrometer accessories,4
41115418,Spectrophotometer accessories,4
41116019,Hormone analyzer reagent,4
41123006,Desiccator accessories,4
43201905,Tape unit cleaning kit,4
43211519,Electronic reader or E-reader,4
43212003,Monitor components,4
43231516,Audit software,4
43231517,Procedure management software,4
43232314,Business intelligence and data analysis software,4
43232509,Voice synthesizer and recognition software,4
43232615,Facial recognition software,4
43232616,Legal management software,4
43232617,Meteorological control software,4
43232618,Radar image treatment software,4
43232619,Satellite image treatment software,4
43233006,Virtual machine software,4
44101511,Mimeograph and accessories,4
44101904,Protectograph,4
44102504,Paper and plastic counter,4
44103127,Photocopier toner,4
44103207,Time card or time clock machine accessories,4
44111523,Desk organizer accessories kit,4
44122035,Lever arch file,4
44122036,Box file,4
44122037,Ring binder,4
45101520,Industrial sign and label portable printer,4
45101613,Industrial sign and label benchtop printer accessories,4
45101614,Industrial sign and label portable printer accessories,4
45101710,Industrial sign and label printer ink,4
45101711,Industrial sign and label printer ribbon,4
45121631,Electronic viewfinder,4
45121632,Photographic flashlight apparatus,4
45121721,Monocomparator and accessories,4
46171700,Vehicle access control,3
46171701,Vehicle parking permit,4
46182407,Chemical spill safety kit,4
46210000,Workplace safety equipment and supplies and training materials,2
46211600,Work area marking and visual indicators,3
46211500,Workplace safety training aids and materials,3
46211602,Work area warning posts and chains,4
46211601,Work area barricade tape and flags,4
46211504,Workplace safety internet based training,4
46211503,Workplace safety training manual or handbook,4
46211502,Workplace safety training video,4
46211501,Workplace safety training kit,4
47111510,Laundry wash tub or basin,4
47121816,Cleaning solution dispenser and accessories,4
42143304,Chemotherapy preparation pads,4
48101821,Commercial nut cracker or opener,4
90101902,Coffee or hot drink vending machine rental and maintenance service,4
90101901,Coffee machine and grinder rental and maintenance service,4
50181710,Bakers yeast,4
50201717,"Coffee, green",4
50221108,Rice grain,4
53101806,Poncho,4
53102717,Sport uniform,4
53131649,Bath and body powder,4
53131648,Insect repellant,4
54111710,Watch or clock movement,4
60101734,Flip chart,4
70161705,Bush and forest ecology and conservation service,4
70161711,Mangrove swamp ecology and conservation service,4
70161710,Wetland ecology and conservation service,4
70161706,Coastal ecology and conservation service,4
72101521,Building framing service,4
72101520,Roof framing service,4
72101519,Gas fitting installation service,4
72102906,Landscape architecture service,4
72103305,Drain laying service,4
72141130,Ornamental fountain construction and or remodelling service,4
72141129,Park and garden construction and or remodelling service,4
72141128,Public square construction and or remodelling service,4
72141127,"Seal coating of roads, highways and parking lots",4
72154067,Temporary theatrical stage and platform rental and installation,4
72154068,Graffiti removal and treatment service,4
72154303,Steam turbine maintenance service,4
72154600,Animal habitat and enclosure construction and maintenance services,3
72154605,Construction of zoo habitat and enclosure for reptiles,4
72154604,Construction of zoo habitat and enclosure for aquatic and amphibious species,4
72154603,Construction of zoo habitat and enclosure for land mammals and primates,4
72154602,Construction of zoo habitat and enclosure for insects and invertebrates,4
72154601,Construction of zoo habitat and enclosure for birds and flying species,4
72154069,Fencing and railing service,4
76111507,Cleaning services for parks and outdoor public venues,4
76121506,Abandoned vehicle recovery and disposal service,4
76121505,Inorganic waste collection and disposal,4
76121507,Post event refuse collection and clean up service,4
76121504,Tire collection and disposal,4
76121905,Inorganic hazardous waste collection and disposal,4
77101506,Development consent or approval processing service,4
78101505,Air transport of livestock or live animals,4
78101504,Air transport of letters and parcels,4
78101610,Railway transport by refrigerator car,4
78101609,Railway transport by tanker car,4
78101608,Railway transport services of letters and parcels,4
78101710,Coastal and transoceanic water transport by refrigerator vessels,4
78101709,Coastal and transoceanic transport by tankers,4
78101708,Inland water transport by refrigerator vessels,4
78101810,Road transport of livestock or live animals,4
78101809,Road transport of letters and parcels,4
78101808,Road transport of dry bulk,4
78111504,Sightseeing service by air,4
78111707,Inland water transport of passengers by ferry,4
78111706,Coastal and transoceanic water transport of passengers by ferry,4
78111814,Road transport of passengers by man-or animal-drawn vehicle,4
78111813,"Sightseeing service by land, except rail",4
78131807,Critical spare part storage service,4
78141505,Towing service for commercial and private vehicles,4
78141807,Air traffic control service,4
78142003,Rental of freight vessel for coastal and transoceanic water transport with operator,4
78142002,Rental of freight vessel for inland water transport with operator,4
78142001,Rental of freight aircraft with operator,4
78142000,Transport conveyance rental or lease services,3
80101512,Actuarial consulting services,4
80111719,Employee psychometric testing service,4
80111718,Employee skill testing and assessment service,4
80111717,Employee physical screening service,4
80121904,Process server service,4
80122000,Legal review and inquiry services,3
80170000,Public relations and professional communications services,2
80172100,Issues and crisis management services,3
80172000,Professional communication services,3
80171900,Stakeholder management and relations services,3
80171800,Media relations services,3
80171500,Situation and stakeholder analysis and communications planning services,3
80171600,Publicity and marketing support services,3
80171602,Online and social media publicity service,4
80172104,Issues management and mitigation advisory service,4
80172103,Change management communication and advisory service,4
80172102,Crisis planning and avoidance service,4
